v,R,c,k,max_tilt,final_tilt,max_omega
7.857142857142858,62.85714285714286,75.0,2500.0,0.36554402022865257,0.15309244679122833,0.5779858565697615
7.857142857142858,62.85714285714286,75.0,3000.0,0.3064939702911282,0.20012042717490658,0.5308558307189613
7.857142857142858,62.85714285714286,75.0,3500.0,0.26398373629260563,0.11084965735533366,0.4935399719771001
7.857142857142858,62.85714285714286,97.5,1500.0,0.582059646440573,0.29453609236828787,0.7118845623663699
7.857142857142858,62.85714285714286,97.5,2000.0,0.4430389194995684,0.28016267686879515,0.6260093280775898
7.857142857142858,62.85714285714286,97.5,2500.0,0.3581171506833985,0.16867911224683452,0.5660114854855506
7.857142857142858,62.85714285714286,97.5,3000.0,0.30074585893151806,0.1869107571510741,0.5207393373119084
7.857142857142858,62.85714285714286,97.5,3500.0,0.2593764512074572,0.12176336171174804,0.4849564064760387
7.857142857142858,62.85714285714286,120.0,1500.0,0.5675855052571889,0.30769263227327537,0.6938095036368336
7.857142857142858,62.85714285714286,120.0,2000.0,0.4333360453644122,0.26745694526216385,0.6120142432991583
7.857142857142858,62.85714285714286,120.0,2500.0,0.3510001638760222,0.17867778824864086,0.5543860225201741
7.857142857142858,62.85714285714286,120.0,3000.0,0.2952143837980495,0.17846928719487917,0.5108963819197692
7.857142857142858,62.85714285714286,120.0,3500.0,0.2549311682831188,0.12866439690633957,0.47658586048361296
7.857142857142858,77.14285714285714,30.0,1500.0,0.5137301279547706,0.15139951878543298,0.6291552741824673
7.857142857142858,77.14285714285714,30.0,2000.0,0.3871559726435255,0.3097310465365682,0.5476658465996257
7.857142857142858,77.14285714285714,30.0,2500.0,0.3107711576807879,0.07393738845106487,0.49136908723621786
7.857142857142858,77.14285714285714,30.0,3000.0,0.25966723822633786,0.20629603472505806,0.449740643225321
7.857142857142858,77.14285714285714,30.0,3500.0,0.2230271663164051,0.054294623395799,0.4172676346601176
7.857142857142858,77.14285714285714,52.5,1500.0,0.4998433986761039,0.19516582139074717,0.6121393012651059
7.857142857142858,77.14285714285714,52.5,2000.0,0.3780042831431238,0.26991011662875986,0.5347151309138446
7.857142857142858,77.14285714285714,52.5,2500.0,0.304169622127376,0.1049219244313013,0.48100506919380925
7.857142857142858,77.14285714285714,52.5,3000.0,0.2546044640735786,0.17990908763469532,0.4410244197174019
7.857142857142858,77.14285714285714,52.5,3500.0,0.21899010712648284,0.0763138294635369,0.4095399683880247
7.857142857142858,77.14285714285714,75.0,1500.0,0.4867091922008116,0.22266706116230997,0.5957616780205408
7.857142857142858,77.14285714285714,75.0,2000.0,0.36928266809631227,0.24450295544615372,0.5221936662781375
7.857142857142858,77.14285714285714,75.0,2500.0,0.2978506339669629,0.12474196972575832,0.4709512570122696
7.857142857142858,77.14285714285714,75.0,3000.0,0.2497359507382771,0.1630611662984283,0.4325490366852021
7.857142857142858,77.14285714285714,75.0,3500.0,0.21509797605083042,0.09032123626735357,0.4021435499601879
7.857142857142858,77.14285714285714,97.5,1500.0,0.4742701494557563,0.2399920717690454,0.5800550122410938
7.857142857142858,77.14285714285714,97.5,2000.0,0.3609942232691506,0.2282806174734094,0.5100819578743211
7.857142857142858,77.14285714285714,97.5,2500.0,0.2917990185167976,0.13744223395319208,0.4611942964499949
7.857142857142858,77.14285714285714,97.5,3000.0,0.24505234760524167,0.1522971641310966,0.4243058063546545
7.857142857142858,77.14285714285714,97.5,3500.0,0.21134394652532534,0.09921426565078359,0.39514936784421056
7.857142857142858,77.14285714285714,120.0,1500.0,0.4624764158571488,0.2507121045845447,0.5653275144506932
7.857142857142858,77.14285714285714,120.0,2000.0,0.35308811419987723,0.21792771980579614,0.49867844375309905
7.857142857142858,77.14285714285714,120.0,2500.0,0.2859998830886887,0.14558929981803878,0.4517217668725138
7.857142857142858,77.14285714285714,120.0,3000.0,0.24054521775966214,0.14541932688209727,0.41628552595330615
7.857142857142858,77.14285714285714,120.0,3500.0,0.2077219122291613,0.10483757699232635,0.38832874543894147
7.857142857142858,91.42857142857143,30.0,1500.0,0.43345971402860534,0.1277428226879679,0.5308499199975603
7.857142857142858,91.42857142857143,30.0,2000.0,0.32666285244189436,0.26133557629303866,0.4620931059858833
7.857142857142858,91.42857142857143,30.0,2500.0,0.2622131725712597,0.062384798910891534,0.4145926632147964
7.857142857142858,91.42857142857143,30.0,3000.0,0.21909430047061723,0.17406235427383782,0.37946862316064456
7.857142857142858,91.42857142857143,30.0,3500.0,0.18817925403651814,0.04581041931721061,0.3520695115824692
7.857142857142858,91.42857142857143,52.5,1500.0,0.4217425864994155,0.1646711047059542,0.5164928077529422
7.857142857142858,91.42857142857143,52.5,2000.0,0.3189410810294788,0.2277367067076647,0.451165904645965
7.857142857142858,91.42857142857143,52.5,2500.0,0.2566431186055267,0.08852786591816629,0.4058479933445895
7.857142857142858,91.42857142857143,52.5,3000.0,0.21482258475163082,0.15179841298670932,0.37211432413085593
7.857142857142858,91.42857142857143,52.5,3500.0,0.18477297699827838,0.06438941754637924,0.3455493325562982
7.857142857142858,91.42857142857143,75.0,1500.0,0.41066040527285036,0.18788508814395105,0.5026745756196758
7.857142857142858,91.42857142857143,75.0,2000.0,0.3115821139324733,0.20629935962338214,0.4406009501146337
7.857142857142858,91.42857142857143,75.0,2500.0,0.2513114333017682,0.10525101921117042,0.39736497505295215
7.857142857142858,91.42857142857143,75.0,3000.0,0.2107148111724002,0.13758291284950702,0.36496312063781233
7.857142857142858,91.42857142857143,75.0,3500.0,0.1814890151991622,0.07620264518366046,0.33930851272574847
7.857142857142858,91.42857142857143,97.5,1500.0,0.40016488040328985,0.20249304446978375,0.48942216430958796
7.857142857142858,91.42857142857143,97.5,2000.0,0.30458850655034564,0.19261170527871918,0.43038187481911544
7.857142857142858,91.42857142857143,97.5,2500.0,0.24620530837186466,0.11596689043842416,0.38913248182508203
7.857142857142858,91.42857142857143,97.5,3000.0,0.20676305740876783,0.12850076607645314,0.3580077623293111
7.857142857142858,91.42857142857143,97.5,3500.0,0.178321597559998,0.08371176145396303,0.33340703738634087
7.857142857142858,91.42857142857143,120.0,1500.0,0.3902139221593199,0.21153793228155499,0.47699611199806924
7.857142857142858,91.42857142857143,120.0,2000.0,0.29791767205992614,0.18387638042033994,0.4207600635830296
7.857142857142858,91.42857142857143,120.0,2500.0,0.24131219862260908,0.12284096574097313,0.381140086522173
7.857142857142858,91.42857142857143,120.0,3000.0,0.20296016777149303,0.12269747551204835,0.3512405697184978
7.857142857142858,91.42857142857143,120.0,3500.0,0.1752655466374132,0.08845663433832301,0.32765199147420854
7.857142857142858,105.71428571428572,30.0,1500.0,0.3748840075545733,0.11047982523703226,0.4591135792597598
7.857142857142858,105.71428571428572,30.0,2000.0,0.2825192244123327,0.22601996601968527,0.3996481329339265
7.857142857142858,105.71428571428572,30.0,2500.0,0.22677896745012155,0.053954527252314935,0.35856662415371604
7.857142857142858,105.71428571428572,30.0,3000.0,0.18948702145045207,0.15054048166971018,0.32818904174994157
7.857142857142858,105.71428571428572,30.0,3500.0,0.1627496960575737,0.039619253033657646,0.3044925042011254
7.857142857142858,105.71428571428572,52.5,1500.0,0.36475010973921734,0.1424181624804826,0.44669670910516207
7.857142857142858,105.71428571428572,52.5,2000.0,0.2758409080685049,0.19696151763084319,0.39019755100186254
7.857142857142858,105.71428571428572,52.5,2500.0,0.22196161653418064,0.07656463173770237,0.3510036419658812
7.857142857142858,105.71428571428572,52.5,3000.0,0.1857925647475278,0.1312852198669633,0.32182857896289807
7.857142857142858,105.71428571428572,52.5,3500.0,0.159803720017384,0.05568780180039977,0.29885346299201465
7.857142857142858,105.71428571428572,75.0,1500.0,0.35516535528829407,0.16249493443042784,0.4347461268790935
7.857142857142858,105.71428571428572,75.0,2000.0,0.2694763097712642,0.17842105962037616,0.3810603157122849
7.857142857142858,105.71428571428572,75.0,2500.0,0.2173503969118801,0.09102789509296852,0.3436668817491221
7.857142857142858,105.71428571428572,75.0,3000.0,0.18223992462895894,0.1189906709072029,0.3156436723354088
7.857142857142858,105.71428571428572,75.0,3500.0,0.1569635567319201,0.06589440727825112,0.29345592033280493
7.857142857142858,105.71428571428572,97.5,1500.0,0.34608807108586437,0.17512882470418245,0.42328465407139476
7.857142857142858,105.71428571428572,97.5,2000.0,0.26342758804612515,0.16658304320867265,0.37222234180964886
7.857142857142858,105.71428571428572,97.5,2500.0,0.21293422724483974,0.10029570269047,0.336546835890967
7.857142857142858,105.71428571428572,97.5,3000.0,0.17882222301467282,0.11113582754924262,0.309628115638598
7.857142857142858,105.71428571428572,97.5,3500.0,0.15422420613414148,0.07239912182855707,0.28835183029272626
7.857142857142858,105.71428571428572,120.0,1500.0,0.33748183683759836,0.18295133289644697,0.41253803245411613
7.857142857142858,105.71428571428572,120.0,2000.0,0.2576581690848511,0.1590281345536069,0.36390069051837054
7.857142857142858,105.71428571428572,120.0,2500.0,0.20870227376038855,0.10624100001824936,0.3296345325744987
7.857142857142858,105.71428571428572,120.0,3000.0,0.17553324061009518,0.1061166625535067,0.3037753375929146
7.857142857142858,105.71428571428572,120.0,3500.0,0.15158116999106233,0.07650297107959092,0.283374370645737
7.857142857142858,120.0,30.0,1500.0,0.33025489868039154,0.09732706267646314,0.40445731865305
7.857142857142858,120.0,30.0,2000.0,0.24888598420748367,0.1991128370797524,0.35207101045772465
7.857142857142858,120.0,30.0,2500.0,0.19978147803420807,0.047531459996944046,0.31588011826890905
7.857142857142858,120.0,30.0,3000.0,0.16692909448841675,0.13261905895374312,0.2891188851381285
7.857142857142858,120.0,30.0,3500.0,0.1433747944409412,0.03490217809918681,0.268243356830491
7.857142857142858,120.0,52.5,1500.0,0.321327276827593,0.1254635073857736,0.3935187219524133
7.857142857142858,120.0,52.5,2000.0,0.24300268233734634,0.17351375614608866,0.3437454726005945
7.857142857142858,120.0,52.5,2500.0,0.19553761537904119,0.06744978544020896,0.3092174705281709
7.857142857142858,120.0,52.5,3000.0,0.16367445431132235,0.11565612171596493,0.28351563046976996
7.857142857142858,120.0,52.5,3500.0,0.1407795243452246,0.04905798480293128,0.2632756574573617
7.857142857142858,120.0,75.0,1500.0,0.31288342159212446,0.14318754051877225,0.38299109938210696
7.857142857142858,120.0,75.0,2000.0,0.23739570175208607,0.15718044989688398,0.3356960199143768
7.857142857142858,120.0,75.0,2500.0,0.19147532316263072,0.08019122702686719,0.3027540524220978
7.857142857142858,120.0,75.0,3000.0,0.16054477221889304,0.10482529587729437,0.27806695309491025
7.857142857142858,120.0,75.0,3500.0,0.13827749269084336,0.058049687348596495,0.25852061377584035
7.857142857142858,120.0,97.5,1500.0,0.30488670006105056,0.15427988097850406,0.3728941476872147
7.857142857142858,120.0,97.5,2000.0,0.23206689661622848,0.14675168513036302,0.3279103060214526
7.857142857142858,120.0,97.5,2500.0,0.18758483596126907,0.08835577072433863,0.2964815842016047
7.857142857142858,120.0,97.5,3000.0,0.1575339673516557,0.09790539870153254,0.2727674384079066
7.857142857142858,120.0,97.5,3500.0,0.13586428748451385,0.06377996563586509,0.2540240593059343
7.857142857142858,120.0,120.0,1500.0,0.2973050141339334,0.16117105418503064,0.3634270899703086
7.857142857142858,120.0,120.0,2000.0,0.22698426038378183,0.14009616158196364,0.32057925141149024
7.857142857142858,120.0,120.0,2500.0,0.18385662262078137,0.09359309514099327,0.29039220318417786
7.857142857142858,120.0,120.0,3000.0,0.15463653508517844,0.09348366601407385,0.26761135661887236
7.857142857142858,120.0,120.0,3500.0,0.13353592911891365,0.06739541604466813,0.24963904928797798
10.714285714285715,20.0,30.0,1500.0,3.6846675031900995,1.0859021811544372,4.512529957911208
10.714285714285715,20.0,30.0,2000.0,2.776827084992177,2.2215068244499103,3.9280618606621553
10.714285714285715,20.0,30.0,2500.0,2.2289663889777693,0.5303011764341342,3.5242825943102027
10.714285714285715,20.0,30.0,3000.0,1.8624275943916513,1.4796294930571485,3.2257095655253027
10.714285714285715,20.0,30.0,3500.0,1.59963072932617,0.3894528595315582,2.992801534243744
10.714285714285715,20.0,52.5,1500.0,3.5850755768831584,1.399797591575348,4.390479361352863
10.714285714285715,20.0,52.5,2000.0,2.7111892760693257,1.9358945322125818,3.8351759889373715
10.714285714285715,20.0,52.5,2500.0,2.1816180831339302,0.7525391949473761,3.449949337245942
10.714285714285715,20.0,52.5,3000.0,1.8261155137312508,1.2903713832169528,3.1631929038935622
10.714285714285715,20.0,52.5,3500.0,1.570675839952047,0.5473575092223469,2.937374045522637
10.714285714285715,20.0,75.0,1500.0,3.4908801936206073,1.5973113558045986,4.272995659094609
10.714285714285715,20.0,75.0,2000.0,2.6486414602274073,1.7536666859508518,3.745365443732835
10.714285714285715,20.0,75.0,2500.0,2.1362977050952763,0.8946967679068265,3.3778445818604124
10.714285714285715,20.0,75.0,3000.0,1.7911952169251562,1.1695328343148879,3.1024087503550986
10.714285714285715,20.0,75.0,3500.0,1.5427589812948972,0.6478410357643464,2.884328174624595
10.714285714285715,20.0,97.5,1500.0,3.40166564933772,1.7210265688506,4.160337610249511
10.714285714285715,20.0,97.5,2000.0,2.589201240767816,1.6373166722308576,3.658487346349835
10.714285714285715,20.0,97.5,2500.0,2.0928965991043884,0.9857877618034792,3.3078659766731704
10.714285714285715,20.0,97.5,3000.0,1.7576012392399205,1.0923328651132007,3.043290883934856
10.714285714285715,20.0,97.5,3500.0,1.515831759367404,0.7115216253222246,2.8341692706683226
10.714285714285715,20.0,120.0,1500.0,3.317075832495785,1.7982129961734552,4.05469541745331
10.714285714285715,20.0,120.0,2000.0,2.5324976630481726,1.5630642842431144,3.576700664087082
10.714285714285715,20.0,120.0,2500.0,2.0513068919669344,1.044221210289461,3.239922522219836
10.714285714285715,20.0,120.0,3000.0,1.7252747322647615,1.0430048181428586,2.9857694540815634
10.714285714285715,20.0,120.0,3500.0,1.4898515840684479,0.7519449524582713,2.7852554372656564
10.714285714285715,34.285714285714285,30.0,1500.0,2.149389141954838,0.6334429121395269,2.6323095834258625
10.714285714285715,34.285714285714285,30.0,2000.0,1.6198157975709058,1.2958789449211714,2.2913695490958927
10.714285714285715,34.285714285714285,30.0,2500.0,1.3002304121039363,0.3093427241164593,2.0558315001871343
10.714285714285715,34.285714285714285,30.0,3000.0,1.0864162812470042,0.8631173647803153,1.881663779329184
10.714285714285715,34.285714285714285,30.0,3500.0,0.9331181524506914,0.22717943493353568,1.7458007227190464
10.714285714285715,34.285714285714285,52.5,1500.0,2.091293199312092,0.8165492977421956,2.5611138501856754
10.714285714285715,34.285714285714285,52.5,2000.0,1.581526961555633,1.1292718976418694,2.2371860176024296
10.714285714285715,34.285714285714285,52.5,2500.0,1.2726105398073577,0.4389812089319025,2.012470332988692
10.714285714285715,34.285714285714285,52.5,3000.0,1.0652342312850356,0.7527167655698372,1.8451957752735506
10.714285714285715,34.285714285714285,52.5,3500.0,0.9162277688214763,0.31929161311180515,1.7134681537982297
10.714285714285715,34.285714285714285,75.0,1500.0,2.0363453324929064,0.9317601597122349,2.4925829609770824
10.714285714285715,34.285714285714285,75.0,2000.0,1.545040107102669,1.0229722213190893,2.184796703078161
10.714285714285715,34.285714285714285,75.0,2500.0,1.2461735213011556,0.5219063923659697,1.9704088707352103
10.714285714285715,34.285714285714285,75.0,3000.0,1.044864166984003,0.6822276741070193,1.8097380221555597
10.714285714285715,34.285714285714285,75.0,3500.0,0.8999430105978419,0.37790568842940414,1.6825244383396116
10.714285714285715,34.285714285714285,97.5,1500.0,1.9843033389805058,1.003931046906236,2.426866059290726
10.714285714285715,34.285714285714285,97.5,2000.0,1.5103662371655568,0.9551011860125296,2.1341184528782646
10.714285714285715,34.285714285714285,97.5,2500.0,1.220855962571318,0.5750427770042957,1.929587905950445
10.714285714285715,34.285714285714285,97.5,3000.0,1.0252677750563162,0.6371943863904863,1.7752521975202393
10.714285714285715,34.285714285714285,97.5,3500.0,0.884235602169164,0.4150532294406078,1.653264637561702
10.714285714285715,34.285714285714285,120.0,1500.0,1.9349593619255578,1.0489568775560876,2.3652422053039865
10.714285714285715,34.285714285714285,120.0,2000.0,1.4772890272639037,0.9117871334540856,2.086409325064992
10.714285714285715,34.285714285714285,120.0,2500.0,1.19659502271252,0.6091289998020848,1.8899544722184627
10.714285714285715,34.285714285714285,120.0,3000.0,1.0064106045452264,0.6084192614084127,1.741697839329398
10.714285714285715,34.285714285714285,120.0,3500.0,0.8690806061995279,0.4386335994399334,1.6247311255878938
10.714285714285715,48.57142857142857,30.0,1500.0,1.5172157006712201,0.44713614046942185,1.8581011920147255
10.714285714285715,48.57142857142857,30.0,2000.0,1.143399385368943,0.9147380575991892,1.6174374206011055
10.714285714285715,48.57142857142857,30.0,2500.0,0.9178097160261036,0.21835982824747222,1.4511751675297482
10.714285714285715,48.57142857142857,30.0,3000.0,0.7668822108694926,0.609259432941392,1.328233162860961
10.714285714285715,48.57142857142857,30.0,3500.0,0.6586717966075288,0.16036095337783432,1.2323298026076894
10.714285714285715,48.57142857142857,52.5,1500.0,1.4762063499636604,0.5763881516217477,1.8078456837471886
10.714285714285715,48.57142857142857,52.5,2000.0,1.116371893437577,0.797133168860358,1.5791901478800576
10.714285714285715,48.57142857142857,52.5,2500.0,0.8983133168167544,0.3098690944073834,1.4205672157318203
10.714285714285715,48.57142857142857,52.5,3000.0,0.7519301737983217,0.5313295751314016,1.302491075762071
10.714285714285715,48.57142857142857,52.5,3500.0,0.6467491514619005,0.22538210800976027,1.209506904058786
10.714285714285715,48.57142857142857,75.0,1500.0,1.4374192281509874,0.6577096625999188,1.7594718150084032
10.714285714285715,48.57142857142857,75.0,2000.0,1.0906160316398108,0.7220980286223,1.5422095671884812
10.714285714285715,48.57142857142857,75.0,2500.0,0.879651801790466,0.3684044726214414,1.390876525364404
10.714285714285715,48.57142857142857,75.0,3000.0,0.7375513802573377,0.4815726074713869,1.2774618462962224
10.714285714285715,48.57142857142857,75.0,3500.0,0.6352540805313797,0.26675584157878907,1.1876640802576646
10.714285714285715,48.57142857142857,97.5,1500.0,1.4006835748244464,0.7086564137463026,1.7130836164825183
10.714285714285715,48.57142857142857,97.5,2000.0,1.0661400735153723,0.6741889277284656,1.5064371221716588
10.714285714285715,48.57142857142857,97.5,2500.0,0.861780413842336,0.4059124908195545,1.3620616434326924
10.714285714285715,48.57142857142857,97.5,3000.0,0.7237187005152756,0.449784429697175,1.2531186309492224
10.714285714285715,48.57142857142857,97.5,3500.0,0.6241665937741692,0.2929788528177892,1.1670097997252566
10.714285714285715,48.57142857142857,120.0,1500.0,1.365852584408309,0.7404396263554328,1.6695849593184786
10.714285714285715,48.57142857142857,120.0,2000.0,1.042791365650494,0.6436141919632408,1.4727599263582485
10.714285714285715,48.57142857142857,120.0,2500.0,0.8446548520069451,0.42997338537046964,1.3340852671423384
10.714285714285715,48.57142857142857,120.0,3000.0,0.7104077315985342,0.4294722674054286,1.2294330641361568
10.714285714285715,48.57142857142857,120.0,3500.0,0.613469024981157,0.3096230148256968,1.1468681890920212
10.714285714285715,62.85714285714286,30.0,1500.0,1.1723938247849266,0.3455142544856499,1.4358057043600492
10.714285714285715,62.85714285714286,30.0,2000.0,0.8835358880093549,0.7068430313848212,1.249838077629191
10.714285714285715,62.85714285714286,30.0,2500.0,0.7092166092910954,0.1687327912665051,1.1213626226003515
10.714285714285715,62.85714285714286,30.0,3000.0,0.5925908995662005,0.47079147264566035,1.026361918535337
10.714285714285715,62.85714285714286,30.0,3500.0,0.5089737838422488,0.12391449932351972,0.9522547569683807
10.714285714285715,62.85714285714286,52.5,1500.0,1.1407044411438094,0.4453911018634884,1.3969721274357962
10.714285714285715,62.85714285714286,52.5,2000.0,0.8626509490983757,0.6159665918399496,1.2202833104889437
10.714285714285715,62.85714285714286,52.5,2500.0,0.694151195736271,0.23944430275725498,1.0977109715472775
10.714285714285715,62.85714285714286,52.5,3000.0,0.5810370515317148,0.41057295728774273,1.0064703309466931
10.714285714285715,62.85714285714286,52.5,3500.0,0.4997608148475691,0.17415872791837023,0.9346189494965135
10.714285714285715,62.85714285714286,75.0,1500.0,1.1107322734903722,0.5082275701336365,1.3595929818738006
10.714285714285715,62.85714285714286,75.0,2000.0,0.8427483624500455,0.5579848316362569,1.191707487671542
10.714285714285715,62.85714285714286,75.0,2500.0,0.6797308662741506,0.28467615262065693,1.0747679780858659
10.714285714285715,62.85714285714286,75.0,3000.0,0.5699262227710572,0.3721243885752784,0.9871293914717669
10.714285714285715,62.85714285714286,75.0,3500.0,0.4908782997869799,0.2061286533796173,0.9177402514890933
10.714285714285715,62.85714285714286,97.5,1500.0,1.08234552987913,0.5475975181153064,1.3237477088433385
10.714285714285715,62.85714285714286,97.5,2000.0,0.8238349041542514,0.5209640605164941,1.1640654711455145
10.714285714285715,62.85714285714286,97.5,2500.0,0.6659210292187926,0.3136596106981139,1.052501865475714
10.714285714285715,62.85714285714286,97.5,3000.0,0.5592373862938814,0.3475608207504198,0.9683185114330227
10.714285714285715,62.85714285714286,97.5,3500.0,0.48231076914072035,0.2264227381763393,0.9017798964753962
10.714285714285715,62.85714285714286,120.0,1500.0,1.0554307093337683,0.5721574705352278,1.2901355213624648
10.714285714285715,62.85714285714286,120.0,2000.0,0.805792650231656,0.497338045415492,1.1380420547504437
10.714285714285715,62.85714285714286,120.0,2500.0,0.6526874942440034,0.3322521425937347,1.0308838767602055
10.714285714285715,62.85714285714286,120.0,3000.0,0.5489516213511749,0.33186481631994447,0.9500159197318662
10.714285714285715,62.85714285714286,120.0,3500.0,0.4740445245084308,0.239253584372255,0.8862156898710885
10.714285714285715,77.14285714285714,30.0,1500.0,0.9552837557094033,0.281530089344846,1.169915951747829
10.714285714285715,77.14285714285714,30.0,2000.0,0.7199181305796055,0.5759461656233622,1.0183866393342198
10.714285714285715,77.14285714285714,30.0,2500.0,0.5778802089296207,0.1374861373824375,0.9137028722081278
10.714285714285715,77.14285714285714,30.0,3000.0,0.4828519256385195,0.38360794410553134,0.8362948395725894
10.714285714285715,77.14285714285714,30.0,3500.0,0.414719479128828,0.10096672429881282,0.7759112110410888
10.714285714285715,77.14285714285714,52.5,1500.0,0.9294625056801029,0.3629114312258431,1.1382739537459912
10.714285714285715,77.14285714285714,52.5,2000.0,0.7029007263811391,0.5018987488727635,0.9943049319105897
10.714285714285715,77.14285714285714,52.5,2500.0,0.5656046754931803,0.1951027658152786,0.8944311153448827
10.714285714285715,77.14285714285714,52.5,3000.0,0.4734376782562564,0.3345410581039808,0.8200868993138797
10.714285714285715,77.14285714285714,52.5,3500.0,0.4072126030088361,0.14190695940633735,0.761541348346446
10.714285714285715,77.14285714285714,75.0,1500.0,0.9050404963011079,0.4140513594754181,1.1078173995080682
10.714285714285715,77.14285714285714,75.0,2000.0,0.686683540291665,0.45465429948457453,0.9710209890047863
10.714285714285715,77.14285714285714,75.0,2500.0,0.553854723569938,0.23195832151806245,0.8757366743214521
10.714285714285715,77.14285714285714,75.0,3000.0,0.46438445608654977,0.3032125463117488,0.8043274792008314
10.714285714285715,77.14285714285714,75.0,3500.0,0.399975029876173,0.16795597961594086,0.7477882134371164
10.714285714285715,77.14285714285714,97.5,1500.0,0.8819104712182342,0.4461900615317015,1.0786102618799989
10.714285714285715,77.14285714285714,97.5,2000.0,0.671272398729333,0.4244891451721366,0.9484981226845325
10.714285714285715,77.14285714285714,97.5,2500.0,0.5426021618221637,0.2555744678417599,0.8575938585329391
10.714285714285715,77.14285714285714,97.5,3000.0,0.455675076644316,0.2831978106676421,0.7889999238061962
10.714285714285715,77.14285714285714,97.5,3500.0,0.39299413733109634,0.18449084765310092,0.7347832972727187
10.714285714285715,77.14285714285714,120.0,1500.0,0.8599799020933864,0.4662020246878297,1.0512228874648983
10.714285714285715,77.14285714285714,120.0,2000.0,0.6565712441252785,0.4052382526842051,0.9272937512419823
10.714285714285715,77.14285714285714,120.0,2500.0,0.5318191642723441,0.27072395417798006,0.8399792932186363
10.714285714285715,77.14285714285714,120.0,3000.0,0.4472940721632292,0.27040827337571216,0.774086611243944
10.714285714285715,77.14285714285714,120.0,3500.0,0.38625872658621574,0.19494688940167804,0.7221011625471034
10.714285714285715,91.42857142857143,30.0,1500.0,0.806020583975961,0.23754096909345113,0.9871167459087303
10.714285714285715,91.42857142857143,30.0,2000.0,0.6074309224874964,0.485954572569819,0.8592637753989711
10.714285714285715,91.42857142857143,30.0,2500.0,0.487586433828235,0.11600406754930194,0.770936793906869
10.714285714285715,91.42857142857143,30.0,3000.0,0.4074063809491176,0.3236692699006525,0.7056237234316367
10.714285714285715,91.42857142857143,30.0,3500.0,0.3499196443318687,0.08519012262808807,0.6546750242928223
10.714285714285715,91.42857142857143,52.5,1500.0,0.7842336808889698,0.3062066205689289,0.9604189523502322
10.714285714285715,91.42857142857143,52.5,2000.0,0.5930724494794317,0.4234771083208041,0.8389447970747165
10.714285714285715,91.42857142857143,52.5,2500.0,0.47722894318571696,0.1646179580141297,0.7546762152176497
10.714285714285715,91.42857142857143,52.5,3000.0,0.3994631091359074,0.28226912961455347,0.6919482902966917
10.714285714285715,91.42857142857143,52.5,3500.0,0.34358570745707817,0.11973385991758204,0.6425504974467385
10.714285714285715,91.42857142857143,75.0,1500.0,0.76362740700646,0.34935566580806887,0.9347216696199266
10.714285714285715,91.42857142857143,75.0,2000.0,0.5793890215337623,0.3836145580858277,0.8192990178565278
10.714285714285715,91.42857142857143,75.0,2500.0,0.4673148769874894,0.1957148127343035,0.7389026561052202
10.714285714285715,91.42857142857143,75.0,3000.0,0.39182449078861115,0.2558356540406045,0.678651167557092
10.714285714285715,91.42857142857143,75.0,3500.0,0.3374790313649229,0.1417122661640669,0.63094618913133
10.714285714285715,91.42857142857143,97.5,1500.0,0.7441113739921517,0.37647243205860165,0.9100782476440212
10.714285714285715,91.42857142857143,97.5,2000.0,0.5663856833618178,0.3581626419790318,0.8002955603548249
10.714285714285715,91.42857142857143,97.5,2500.0,0.45782044407809575,0.21564093620192581,0.7235946050171558
10.714285714285715,91.42857142857143,97.5,3000.0,0.3844759881631318,0.23894824362244968,0.6657183998834773
10.714285714285715,91.42857142857143,97.5,3500.0,0.33158895174282044,0.15566387780174762,0.6199731406715844
10.714285714285715,91.42857142857143,120.0,1500.0,0.7256074747042414,0.3933576442337765,0.8869704311281215
10.714285714285715,91.42857142857143,120.0,2000.0,0.5539815335011593,0.34191964831931737,0.7824042811937265
10.714285714285715,91.42857142857143,120.0,2500.0,0.4487221926649635,0.2284233256054427,0.7087323885599691
10.714285714285715,91.42857142857143,120.0,3000.0,0.37740450842669987,0.2281569005237951,0.6531352155902763
10.714285714285715,91.42857142857143,120.0,3500.0,0.32590598939320325,0.16448137324367776,0.6092724326077387
10.714285714285715,105.71428571428572,30.0,1500.0,0.6970988106405717,0.20544055485494375,0.8537227300690584
10.714285714285715,105.71428571428572,30.0,2000.0,0.5253456626501276,0.42028503353099056,0.7431470908128348
10.714285714285715,105.71428571428572,30.0,2500.0,0.4216963818537669,0.10032796050347306,0.6667561422485987
10.714285714285715,105.71428571428572,30.0,3000.0,0.35235152392109154,0.27993023878387263,0.6102691257027881
10.714285714285715,105.71428571428572,30.0,3500.0,0.3026332781453931,0.07367584276066219,0.566205375399267
10.714285714285715,105.71428571428572,52.5,1500.0,0.6782558947316667,0.2648274042033181,0.8306328644387257
10.714285714285715,105.71428571428572,52.5,2000.0,0.5129274916733333,0.36625050700104866,0.7255738882456828
10.714285714285715,105.71428571428572,52.5,2500.0,0.41273854423780576,0.14237228652158757,0.6526929105611619
10.714285714285715,105.71428571428572,52.5,3000.0,0.34548166681342135,0.24412475110083307,0.598441737959485
10.714285714285715,105.71428571428572,52.5,3500.0,0.29715527023805915,0.10355348285658944,0.5557193358852018
10.714285714285715,105.71428571428572,75.0,1500.0,0.6604340779648021,0.30214528483621794,0.8084085551425899
