v,R,c,k,max_tilt,final_tilt,max_omega
7.857142857142858,48.57142857142857,30.0,3000.0,0.41241241474189066,0.3276463771647401,0.7142941362915879
7.857142857142858,48.57142857142857,30.0,3500.0,0.3542193039691985,0.08623694677788304,0.6627194018225071
7.857142857142858,48.57142857142857,52.5,1500.0,0.7938700403495846,0.30996915282888093,0.9722201550428559
7.857142857142858,48.57142857142857,52.5,2000.0,0.6003598786331241,0.4286806147704833,0.8492533989468659
7.857142857142858,48.57142857142857,52.5,2500.0,0.48309293294010486,0.166640714713057,0.7639493638491257
7.857142857142858,48.57142857142857,52.5,3000.0,0.4043715393689879,0.28573752573560857,0.7004506638751726
7.857142857142858,48.57142857142857,52.5,3500.0,0.34780753911169854,0.1212051105885498,0.6504458903809762
7.857142857142858,48.57142857142857,75.0,1500.0,0.773010581132338,0.35364841578633666,0.9462070810085352
7.857142857142858,48.57142857142857,75.0,2000.0,0.5865083236783734,0.3883282538864546,0.8293662169992388
7.857142857142858,48.57142857142857,75.0,2500.0,0.4730570502831666,0.19811967613511422,0.7479819955552288
7.857142857142858,48.57142857142857,75.0,3000.0,0.39663905792273757,0.2589792502143308,0.6869901603628824
7.857142857142858,48.57142857142857,75.0,3500.0,0.3416258246937039,0.1434536137597066,0.638699001031379
7.857142857142858,48.57142857142857,97.5,1500.0,0.7532547491820631,0.3810984019347903,0.9212608431650525
7.857142857142858,48.57142857142857,97.5,2000.0,0.5733452251624934,0.36256360049882314,0.8101292366185895
7.857142857142858,48.57142857142857,97.5,2500.0,0.46344596028097795,0.21829064331522413,0.7324858495561383
7.857142857142858,48.57142857142857,97.5,3000.0,0.389200257114807,0.24188433245758262,0.6738984914071486
7.857142857142858,48.57142857142857,97.5,3500.0,0.33566336645353423,0.15757663202579306,0.6275911320488782
7.857142857142858,48.57142857142857,120.0,1500.0,0.7345234803792378,0.3981910835238387,0.8978690654368756
7.857142857142858,48.57142857142857,120.0,2000.0,0.5607886623173156,0.346121023827383,0.7920181240806239
7.857142857142858,48.57142857142857,120.0,2500.0,0.45423592094704707,0.23123009669013725,0.7174410068247841
7.857142857142858,48.57142857142857,120.0,3000.0,0.382041886492395,0.23096040336277204,0.6611606962887009
7.857142857142858,48.57142857142857,120.0,3500.0,0.32991057105467014,0.16650719136319808,0.6167589504171915
7.857142857142858,62.85714285714286,30.0,1500.0,0.6304870954226037,0.18580925342424376,0.7721448781353287
7.857142857142858,62.85714285714286,30.0,2000.0,0.475145966044013,0.3801244632429475,0.6721352872030524
7.857142857142858,62.85714285714286,30.0,2500.0,0.3814009545922617,0.09074114887875284,0.6030438859897082
7.857142857142858,62.85714285714286,30.0,3000.0,0.3186824201904626,0.2531813921811691,0.5519544920391509
7.857142857142858,62.85714285714286,30.0,3500.0,0.2737150380487305,0.0666352917413915,0.5121012706647602
7.857142857142858,62.85714285714286,52.5,1500.0,0.6134445938509646,0.23952169654037864,0.7512614578090621
7.857142857142858,62.85714285714286,52.5,2000.0,0.4639143980949343,0.3312532617994966,0.656241279347866
7.857142857142858,62.85714285714286,52.5,2500.0,0.3732990826681879,0.12876782197885206,0.5903244545361358
7.857142857142858,62.85714285714286,52.5,3000.0,0.3124690158712442,0.22079734551026592,0.541257286509992
7.857142857142858,62.85714285714286,52.5,3500.0,0.2687604784574257,0.09365827869129754,0.5026172565776462
7.857142857142858,62.85714285714286,75.0,1500.0,0.5973256282511082,0.2732735080579513,0.7311610594832322
7.857142857142858,62.85714285714286,75.0,2000.0,0.4532107569469595,0.30007182128352056,0.6408739737993419
